"","SpecimenAccession","SpecimenBarcode","DeterminationCalcFullName","Collectors","CollectorNumber","Day","Month","Year","LocalityNotes","Accounted.for","Buds","Flowers","Fruits","Notes","Percent.Buds","Percent.Flowers","Percent.Fruit"
"146937","146937","0053555MOR","Acer","Wiegrefe, S","722",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146938","146938","0053556MOR","Acer","Wiegrefe, S","723",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146939","146939","0053557MOR","Acer","Wiegrefe, S","724",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146940","146940","0053558MOR","Acer","Wiegrefe, S","725",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146941","146941","0053559MOR","Acer","Wiegrefe, S","726",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146942","146942","0053560MOR","Acer","Wiegrefe, S","727",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146943","146943","0053561MOR","Acer","Wiegrefe, S","728",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146944","146944","0053562MOR","Acer","Wiegrefe, S","729",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146945","146945","0053563MOR","Acer","Wiegrefe, S","731",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146946","146946","0053564MOR","Acer","Wiegrefe, S","732",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146947","146947","0054874MOR","Acer","Wiegrefe, S","735",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146948","146948","0054875MOR","Acer","Wiegrefe, S","736",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146949","146949","0054876MOR","Acer","Wiegrefe, S","737",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146950","146950","0054877MOR","Acer","Wiegrefe, S","738",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146951","146951","0054878MOR","Acer","Wiegrefe, S","739",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146952","146952","0054879MOR","Acer","Wiegrefe, S","740",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146953","146953","0054880MOR","Acer","Wiegrefe, S","741",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146954","146954","0054881MOR","Acer","Wiegrefe, S","742",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146955","146955","0054882MOR","Acer","Wiegrefe, S","743",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146956","146956","0054883MOR","Acer","Wiegrefe, S","744",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146957","146957","0054884MOR","Acer","Wiegrefe, S","745",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146958","146958","0054885MOR","Acer","Wiegrefe, S","746",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146959","146959","0054886MOR","Acer","Wiegrefe, S","747",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146960","146960","0054887MOR","Acer","Wiegrefe, S","748",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146961","146961","0054888MOR","Acer","Wiegrefe, S","749",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146962","146962","0054889MOR","Acer","Wiegrefe, S","750",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146963","146963","0054890MOR","Acer","Wiegrefe, S","751",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146965","146965","0054892MOR","Acer","Wiegrefe, S","753",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146966","146966","0054893MOR","Acer","Wiegrefe, S","754",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146971","146971","0054747MOR","Acer","Wiegrefe, S","654",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146972","146972","0054748MOR","Acer","Wiegrefe, S","655",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146973","146973","0054749MOR","Acer","Wiegrefe, S","656",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146974","146974","0054815MOR","Acer","Wiegrefe, S","657",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146975","146975","0054816MOR","Acer","Wiegrefe, S","658",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146976","146976","0054817MOR","Acer","Wiegrefe, S","659",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146978","146978","0054819MOR","Acer","Wiegrefe, S","661",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146979","146979","0054820MOR","Acer","Wiegrefe, S","662",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146980","146980","0054821MOR","Acer","Wiegrefe, S","663",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146981","146981","0054822MOR","Acer","Wiegrefe, S","664",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146982","146982","0054823MOR","Acer","Wiegrefe, S","665",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146984","146984","0054825MOR","Acer","Wiegrefe, S","667",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146985","146985","0054826MOR","Acer","Wiegrefe, S","668",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146986","146986","0054827MOR","Acer","Wiegrefe, S","669",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146987","146987","0054828MOR","Acer","Wiegrefe, S","670",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146988","146988","0054829MOR","Acer","Wiegrefe, S","675",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146989","146989","0054830MOR","Acer","Wiegrefe, S","676",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146990","146990","0054831MOR","Acer","Wiegrefe, S","677",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146991","146991","0054832MOR","Acer","Wiegrefe, S","678",30,7,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146992","146992","0054833MOR","Acer","Wiegrefe, S","683",10,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146993","146993","0054834MOR","Acer","Wiegrefe, S","684",10,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146994","146994","0054835MOR","Acer","Wiegrefe, S","685",10,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146995","146995","0054836MOR","Acer","Wiegrefe, S","686",10,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146996","146996","0054837MOR","Acer","Wiegrefe, S","687",10,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146997","146997","0054864MOR","Acer","Wiegrefe, S","688",10,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146998","146998","0054865MOR","Acer","Wiegrefe, S","689",10,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"146999","146999","0054866MOR","Acer","Wiegrefe, S","690",10,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147000","147000","0054867MOR","Acer","Wiegrefe, S","691",10,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147263","147263","0054895MOR","Acer","Wiegrefe, S","756",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147265","147265","0054909MOR","Acer","Wiegrefe, S","770",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147266","147266","0054904MOR","Acer","Wiegrefe, S","759",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147267","147267","0054897MOR","Acer","Wiegrefe, S","758",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147268","147268","0054896MOR","Acer","Wiegrefe, S","757",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147269","147269","0054903MOR","Acer","Wiegrefe, S","769",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147272","147272","0054872MOR","Acer","Wiegrefe, S","696",12,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147273","147273","0054873MOR","Acer","Wiegrefe, S","697",12,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147274","147274","0054871MOR","Acer","Wiegrefe, S","695",12,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147275","147275","0054870MOR","Acer","Wiegrefe, S","694",12,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147276","147276","0054869MOR","Acer","Wiegrefe, S","693",12,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147277","147277","0054868MOR","Acer","Wiegrefe, S","692",12,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147281","147281","0054925MOR","Acer","Wiegrefe, S","790",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147282","147282","0054926MOR","Acer","Wiegrefe, S","791",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147283","147283","0054927MOR","Acer","Wiegrefe, S","792",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147286","147286","0054911MOR","Acer","Wiegrefe, S","772",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147287","147287","0054910MOR","Acer","Wiegrefe, S","771",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147489","147489","0054899MOR","Acer","Wiegrefe, S","765",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147490","147490","0054900MOR","Acer","Wiegrefe, S","766",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147491","147491","0054901MOR","Acer","Wiegrefe, S","767",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147492","147492","0054902MOR","Acer","Wiegrefe, S","768",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147493","147493","0054905MOR","Acer","Wiegrefe, S","760",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147494","147494","0054906MOR","Acer","Wiegrefe, S","761",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147495","147495","0054907MOR","Acer","Wiegrefe, S","762",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147496","147496","0054908MOR","Acer","Wiegrefe, S","763",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"2.1","2",NA,"Acer","Morrison, K","54",5,7,2019,"Acer: U-98/58-91","Yes",0,0,0,NA,NA,NA,NA
"3","3",NA,"Acer 'Morton UW'","Morrison, K","32",2,7,2019,"Acer: X-99/51-41","Yes",0,0,0,NA,NA,NA,NA
"4","4",NA,"Acer 'Morton UW'","Morrison, K","25",2,7,2019,"Acer: O-97/26-21","Yes",0,0,0,NA,NA,NA,NA
"127906","127906","0039427MOR","Acer × freemanii 'Armstrong'","Altvatter, K","7205V95",10,7,1995,"Pinaceae, J-98/40-25, Parking Lot 6 (Tree Evaluation Plot).","Yes",0,0,0,NA,NA,NA,NA
"188113","188113","0099564MOR","Acer × freemanii 'Bailston'","Beck, J","16262v19",11,7,2019,"Arbordale: F-34/63-69","Yes",0,0,0,NA,NA,NA,NA
"188413","188413","0099931MOR","Acer × freemanii 'Bailston'","Potenberg, K","16780v21",10,6,2021,"Thornhill PA: PP-25/32-79","Yes",0,0,0,NA,NA,NA,NA
"188144","188144","0100201MOR","Acer × freemanii 'Jeffersred'","Potenberg, K","16889v21",12,8,2021,"Children's Garden: Kids Tree Walk: K-49/23-36","Yes",0,0,0,NA,NA,NA,NA
"188960","188960","0100404MOR","Acer × freemanii 'Jenner'","Potenberg, K","17182v22",26,5,2022,"Acer: T-100/95-34","Yes",0,0,0,NA,NA,NA,NA
"188983","188983","0099989MOR","Acer × freemanii 'Jenner'","Potenberg, K","17181v22",26,5,2022,"Acer: T-100/97-75","Yes",0,0,0,NA,NA,NA,NA
"56387","56387","0039430MOR","Acer × freemanii 'Marmo'","Bachtell, KR","s.n.",7,7,1985,"W side of Lake Marmo near road and bridge, S-10.","Yes",0,0,0,NA,NA,NA,NA
"100000","100000","0039431MOR","Acer × freemanii 'Marmo'","Bachtell, KR","s.n.",26,9,1985,"S-10, W side of Lake Marmo near road & bridge.","Yes",0,0,0,NA,NA,NA,NA
"143673","143673","0039429MOR","Acer × freemanii 'Marmo'","Bolger, K","8844V99",3,6,1999,"AZ-38/Area, Service Area, parking lot, west side.","Yes",0,0,0,NA,NA,NA,NA
"116399","116399","0048550MOR","Acer × freemanii 'Marmo'","Sherman, L","9990V04",4,8,2004,"Near Lake Marmo, west side; S-9/area","Yes",0,0,0,NA,NA,NA,NA
"186630","186630","0098775MOR","Acer × freemanii 'Marmo'","Beck, J","15845v18",28,6,2018,"Childrens Garden: J-48/89-74","Yes",0,0,0,NA,NA,NA,NA
"188980","188980","0099992MOR","Acer × freemanii 'Marmo'","Potenberg, K","16948v21",21,10,2021,"Visitor Center Parking: South Center: R-46/00-99","Yes",0,0,0,NA,NA,NA,NA
"192442","192442","0103636MOR","Acer × freemanii 'Marmo'","Kubic, C","18412v24",5,6,2024,"Children's Garden: south fence line: J-48/89-74","Yes",0,0,0,NA,NA,NA,NA
"193046","193046","0105923MOR","Acer × freemanii 'Marmo'","Potenberg, K","18554v24",22,8,2024,"Firefly Pond: D-43/88-56","Yes",0,0,0,NA,NA,NA,NA
"127219","127219","0039424MOR","Acer × freemanii A.E.Murray","Hess, WJ","7049V95",31,5,1995,"S-99/30-55 Maple Collection.","Yes",0,0,0,NA,NA,NA,NA
"187894","187894","0099241MOR","Acer × zoeschense 'Annae'","Worcester, L","LW430",28,9,2018,"Acer: V-104/46-21","Yes",0,0,0,NA,NA,NA,NA
"187434","187434","0098319MOR","Acer barbatum Michx.","Worcester, L","LW258",31,7,2018,"Ridge Road: X-61/44-34","Yes",0,0,0,NA,NA,NA,NA
"135416","135416","0039292MOR","Acer barbinerve Maxim. ex Miq.","Wiegrefe, S","328",21,5,1997,"X-61/64-79 Acer Collection.","Yes",0,0,0,NA,NA,NA,NA
"187875","187875","0099259MOR","Acer barbinerve Maxim. ex Miq.","Worcester, L","LW315",14,8,2018,"China: X-65/79-92","Yes",0,0,0,NA,NA,NA,NA
"5","5",NA,"Acer barbinerve Maxim. ex Miq.","Morrison, K","46",5,7,2019,"Acer: W-99/43-98","Yes",0,0,0,NA,NA,NA,NA
"6","6",NA,"Acer barbinerve Maxim. ex Miq.","Morrison, K","47",5,7,2019,"Acer: W-99/66-79","Yes",0,0,0,NA,NA,NA,NA
"7","7",NA,"Acer barbinerve Maxim. ex Miq.","Morrison, K","45",5,7,2019,"Acer: W-100/55-20","Yes",0,0,0,NA,NA,NA,NA
"20","20","0039297MOR","Acer buergerianum Miq.","Swink, FA","s.n.",4,8,1964,"AA-59/05-l0 Japan Collection.","Yes",0,0,0,NA,NA,NA,NA
"187898","187898","0099232MOR","Acer caesium subsp. giraldii (Pax) A.E.Murray","Worcester, L","LW344",28,8,2018,"Acer: V-100/31-46","Yes",0,0,0,NA,NA,NA,NA
"162071","162071","0053201MOR","Acer campestre 'Baillee'","Bonnewell, V",NA,14,5,2007,"Tree Breeding Nursery, EN1/G02","Yes",0,0,0,NA,NA,NA,NA
"163585","163585","0053202MOR","Acer campestre 'Baillee'","Bonnewell, V","s.n.",14,5,2007,"Tree Breeding Nursery, EN1/G01","Yes",0,0,0,NA,NA,NA,NA
"48","48","0039377MOR","Acer campestre 'Compactum'","Read, RW","s.n.",12,10,1971,"E-47/75-05 Dwarf Shrub Collection.","Yes",0,0,0,NA,NA,NA,NA
"8","8",NA,"Acer campestre 'Postelense'","Morrison, K","61",5,7,2019,"Acer: U-100/89-34","Yes",0,0,0,NA,NA,NA,NA
"27","27","0039406MOR","Acer campestre L.","Kammerer, E","183-27",6,8,1936,"Sargent's Glade.","Yes",0,0,0,NA,NA,NA,NA
"25","25","0039311MOR","Acer campestre L.","Hawkinson, L","s.n.",9,10,1940,NA,"Yes",0,0,0,NA,NA,NA,NA
"104060","104060","0039305MOR","Acer campestre L.","Hess, WJ","5041V92",13,5,1992,"T-100/55-95","Yes",0,0,0,NA,NA,NA,NA
"104061","104061","0039304MOR","Acer campestre L.","Hess, WJ","5042V92",13,5,1992,"T-100/60-20 Maple Collection.","Yes",0,0,0,NA,NA,NA,NA
"127781","127781","0039302MOR","Acer campestre L.","Altvatter, K","7188V95",23,6,1995,"Z-33/29-31 in the Central Europe Collection.","Yes",0,0,0,NA,NA,NA,NA
"51","51","0039386MOR","Acer campestre subsp. leiocarpum (Wallr.) Pax","Lesica, P","s.n.",24,7,1972,"Acer Collection, T-100/30-00","Yes",0,0,0,NA,NA,NA,NA
"47","47","0039366MOR","Acer campestre var. austriacum (Tratt.) DC.","Hawkinson, L","s.n.",19,10,1940,"Acer Collection, T-101/Area.","Yes",0,0,0,NA,NA,NA,NA
"146919","146919","0053537MOR","Acer campestre var. austriacum (Tratt.) DC.","Wiegrefe, S","702",10,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"147262","147262","0053565MOR","Acer campestre var. austriacum (Tratt.) DC.","Wiegrefe, S","734",14,8,1998,NA,"Yes",0,0,0,NA,NA,NA,NA
"162009","162009","0053110MOR","Acer campestre var. austriacum (Tratt.) DC.","Bonnewell, V",NA,14,5,2007,"Tree Breeding Nursery, EN1/H01","Yes",0,0,0,NA,NA,NA,NA
"163715","163715","0053203MOR","Acer campestre var. austriacum (Tratt.) DC.","Bonnewell, V",NA,14,5,2007,"Tree Breeding Nursery, EN1/H14","Yes",0,0,0,NA,NA,NA,NA
"161913","161913","0053200MOR","Acer campestre var. austriacum × platanoides 'Almira'","Bonnewell, V",NA,14,5,2007,"Tree Breeding Nursery, EN1/A08","Yes",0,0,0,NA,NA,NA,NA
"163609","163609","0053199MOR","Acer campestre var. austriacum × platanoides 'Almira'","Bonnewell, V",NA,14,5,2007,"Tree Breeding Nursery, EN1/A07.0","Yes",0,0,0,NA,NA,NA,NA
"161912","161912","0053232MOR","Acer campestre var. austriacum × platanoides 'Undulatum'","Bonnewell, V",NA,14,5,2007,"Tree Breeding Nursery, EN1/B19","Yes",0,0,0,NA,NA,NA,NA
"162078","162078","0053231MOR","Acer campestre var. austriacum × platanoides 'Undulatum'","Bonnewell, V",NA,14,5,2007,"Tree Breeding Nursery, EN1/A09","Yes",0,0,0,NA,NA,NA,NA
"187879","187879","0099240MOR","Acer campestre x miyabei","Worcester, L","LW427",27,9,2018,"Meadow Lake: L-54/10-32","Yes",0,0,0,NA,NA,NA,NA
"55","55","0039396MOR","Acer capillipes Maxim.","Teuscher, H","s.n.",21,3,1923,NA,"Yes",0,0,0,"Saplings",NA,NA,NA
"80689","80689","0039385MOR","Acer cappadocicum 'Aureum'","Hess, WJ","2196V88",24,8,1988,"Acer Collection, V-99/85-40","Yes",0,0,0,NA,NA,NA,NA
"187866","187866","0099246MOR","Acer cappadocicum Gled.","Worcester, L","LW255",19,7,2018,"Acer: P-101/54-73","Yes",0,0,0,NA,NA,NA,NA
"9","9",NA,"Acer cappadocicum Gled.","Morrison, K","60",5,7,2019,"Acer: U-100/44-14","Yes",0,0,0,NA,NA,NA,NA
"52","52",NA,"Acer cappadocicum Gled.","Morrison, K","52",5,7,2019,"Acer: V-98/53-20","Yes",0,0,0,NA,NA,NA,NA
"11","11",NA,"Acer cappadocicum Gled.","Morrison, K","53",5,7,2019,"Acer: U-98/52-73","Yes",0,0,0,NA,NA,NA,NA
"63","63","0039394MOR","Acer carpinifolium Siebold & Zucc.","Read, RW","731",4,8,1970,"In bed between greenhouses.","Yes",0,0,0,NA,NA,NA,NA
"189602","189602","0100858MOR","Acer carpinifolium Siebold & Zucc.","Potenberg, K","17178v22",26,5,2022,"Acer: T-100/54-83","Yes",0,0,0,NA,NA,NA,NA
"187890","187890","0099220MOR","Acer caudatum subsp. multiserratum A.E.Murray","Worcester, L","LW329",17,8,2018,"China: Z-70/90-61","Yes",0,0,0,NA,NA,NA,NA
"187891","187891","0099219MOR","Acer caudatum subsp. multiserratum A.E.Murray","Worcester, L","LW328",17,8,2018,"China: Z-70/75-51","Yes",0,0,0,NA,NA,NA,NA
"187245","187245","0098343MOR","Acer ceriferum Rehder","Worcester, L","LW365",13,9,2018,"Propagation: H-30/Field Nursery, Block B, Row 25, East Side","Yes",0,0,0,NA,NA,NA,NA
"189205","189205","0100550MOR","Acer ceriferum Rehder","Potenberg, K","16941v21",30,9,2021,"Acer: R-99/02-84","Yes",0,0,0,NA,NA,NA,NA
"69","69","0039398MOR","Acer circinatum Pursh","Schulenberg, RF","s.n.",15,10,1976,"F-59/1-9","Yes",0,0,0,NA,NA,NA,NA
"81","81","0039412MOR","Acer cissifolium (Siebold & Zucc.) K.Koch","Swink, FA","s.n.",10,8,1964,"Acer Collection, R-98/3-7.","Yes",0,0,0,NA,NA,NA,NA
"80","80","0039410MOR","Acer cissifolium (Siebold & Zucc.) K.Koch","Ciolac, C","s.n.",10,5,1973,"G-59/50-30, Frost Hill.","Yes",0,0,0,NA,NA,NA,NA
"135207","135207","0039409MOR","Acer cissifolium (Siebold & Zucc.) K.Koch","Wiegrefe, S","284",14,5,1993,"Acer Collection, W-62/08-97","Yes",0,0,0,NA,NA,NA,NA
"187158","187158","0098302MOR","Acer cissifolium (Siebold & Zucc.) K.Koch","Worcester, L","LW271",1,8,2018,"Japan: AA-58/12-74","Yes",0,0,0,NA,NA,NA,NA
"187345","187345","0098463MOR","Acer cissifolium (Siebold & Zucc.) K.Koch","Carle, M","16446v19",28,8,2019,"Japan: AA-58/12-74","Yes",0,0,0,NA,NA,NA,NA
"187722","187722","0099235MOR","Acer davidii × davidii subsp. grosseri","Worcester, L","LW413",26,9,2018,"Propagation: H-30 area, Hoop House 4","Yes",0,0,0,NA,NA,NA,NA
"187159","187159","0098303MOR","Acer davidii Franch.","Worcester, L","LW272",1,8,2018,"China: X-65/16-21","Yes",0,0,0,NA,NA,NA,NA
"12","12",NA,"Acer davidii Franch.","Morrison, K","42",3,7,2019,"Acer: R-98/38-69","Yes",0,0,0,NA,NA,NA,NA
"13","13",NA,"Acer davidii Franch.","Morrison, K","43",3,7,2019,"Acer: R-98/60-78","Yes",0,0,0,NA,NA,NA,NA
"14","14",NA,"Acer davidii Franch.","Morrison, K","63",5,7,2019,"Acer: S-98/75-72","Yes",0,0,0,NA,NA,NA,NA
"15","15",NA,"Acer davidii Franch.","Morrison, K","62",5,7,2019,"Acer: T-98/00-89","Yes",0,0,0,NA,NA,NA,NA
"188370","188370","0099745MOR","Acer davidii Franch.","Potenberg, K","16904v21",19,8,2021,"Acer: R-98/38-69","Yes",0,0,0,NA,NA,NA,NA
"190160","190160","0101835MOR","Acer davidii Franch.","Potenberg, K","17460v22",20,10,2022,"China: central section: AA-65/08-97","Yes",0,0,0,NA,NA,NA,NA
"91518","91518","0039462MOR","Acer davidii subsp. grosseri (Pax) P.C.de Jong","Klock, K","3323V90",15,5,1990,"China Collection, Z-66/97-19","Yes",0,0,0,NA,NA,NA,NA
"16","16",NA,"Acer davidii subsp. grosseri (Pax) P.C.de Jong","Morrison, K","36",3,7,2019,"Acer: R-99/85-63","Yes",0,0,0,NA,NA,NA,NA
"189643","189643","0100745MOR","Acer davidii subsp. grosseri (Pax) P.C.de Jong","Potenberg, K","17389v22",8,9,2022,"Acer: O-101/78-62","Yes",0,0,0,NA,NA,NA,NA
"99","99","0039416MOR","Acer diabolicum Blume ex K.Koch","Allen, L","s.n.",24,7,1973,"Frost Hill, F-63/25-90.","Yes",0,0,0,NA,NA,NA,NA
"187873","187873","0099261MOR","Acer diabolicum Blume ex K.Koch","Worcester, L","LW317",14,8,2018,"Japan: Z-60/78-27","Yes",0,0,0,NA,NA,NA,NA
"187240","187240","0098338MOR","Acer erianthum Schwer.","Worcester, L","LW366",13,9,2018,"Propagation: H-30/area (Hoop House 5)","Yes",0,0,0,NA,NA,NA,NA
"187874","187874","0099260MOR","Acer forrestii Diels","Worcester, L","LW316",14,8,2018,"China: V-62/37-75","Yes",0,0,0,NA,NA,NA,NA
"187596","187596","0098490MOR","Acer ginnala var. semenowii (Regel & Herd) Pax","Worcester, L","LW285",4,8,2018,"Acer: V-100/69-50","Yes",0,0,0,NA,NA,NA,NA
"141","141","0039458MOR","Acer glabrum Torr.","Lesica, P","s.n.",24,7,1972,"Acer Collection, AA-106/Area","Yes",0,0,0,NA,NA,NA,NA
"189611","189611","0100849MOR","Acer grandidentatum 'JFS-NuMex 3'","Potenberg, K","17179v22",26,5,2022,"Acer: T-101/76-13","Yes",0,0,0,NA,NA,NA,NA
"187725","187725","0099254MOR","Acer grandidentatum Nutt.","Worcester, L","LW291",4,8,2018,"Acer: U-102/61-10","Yes",0,0,0,NA,NA,NA,NA
"175","175","0039445MOR","Acer griseum (Franch.) Pax","Swink, FA","s.n.",11,8,1964,"Acer Collection, U-101/90-40.","Yes",0,0,0,NA,NA,NA,NA
"177520","177520","0061775MOR","Acer griseum (Franch.) Pax","Lueders, K","KL2",30,10,2013,"Meadow Lake: N-51/50-40","Yes",0,0,0,NA,NA,NA,NA
"177523","177523","0061778MOR","Acer griseum (Franch.) Pax","Lueders, K","KL6",5,11,2013,"Acer: U-98/94-91","Yes",0,0,0,NA,NA,NA,NA
"177723","177723","0061780MOR","Acer griseum (Franch.) Pax","Lueders, K","KL1",30,10,2013,"Meadow Lake: M-51/90-60","Yes",0,0,0,NA,NA,NA,NA
"187895","187895","0099238MOR","Acer griseum × nikoense","Worcester, L","LW425",27,9,2018,"Hedge Garden: H-43/69-53","Yes",0,0,0,NA,NA,NA,NA
"187878","187878","0099242MOR","Acer griseum × pseudoplatanus","Worcester, L","LW431",28,9,2018,"Acer: X-99/22-67","Yes",0,0,0,NA,NA,NA,NA
"187880","187880","0099239MOR","Acer griseum × triflorum","Worcester, L","LW426",27,9,2018,"Hedge Garden: H-43/92-36","Yes",0,0,0,NA,NA,NA,NA
"181","181","0039468MOR","Acer heldreichii Orph. ex Boiss.","Kammerer, E","s.n.",6,8,1936,"S side of Oakwood Drive","Yes",0,0,0,NA,NA,NA,NA
"127852","127852","0039467MOR","Acer heldreichii Orph. ex Boiss.","Altvatter, K","7170V95",21,6,1995,"Balkans Collection, II-75/65-08","Yes",0,0,0,NA,NA,NA,NA
"135427","135427","0039465MOR","Acer heldreichii Orph. ex Boiss.","Wiegrefe, S","336",3,6,1997,"Balkan Collection, II-75/65-08","Yes",0,0,0,NA,NA,NA,NA
"187600","187600","0098429MOR","Acer heldreichii Orph. ex Boiss.","Worcester, L","LW290",4,8,2018,"Acer: Q-102/62-27","Yes",0,0,0,NA,NA,NA,NA
"188378","188378","0099737MOR","Acer heldreichii Orph. ex Boiss.","Dorrell, J","16927v21",26,8,2021,"Acer: Q-102/04-18","Yes",0,0,0,NA,NA,NA,NA
"728","728","0039472MOR","Acer heldreichii subsp. trautvetteri (Medw.) A.E.Murray","Read, RW","s.n.",14,10,1971,"Acer Collection, U-102/75-90","Yes",0,0,0,NA,NA,NA,NA
"187885","187885","0099225MOR","Acer henryi Pax","Worcester, L","LW336",23,8,2018,"Acer: P-99/19-25","Yes",0,0,0,NA,NA,NA,NA
"17","17",NA,"Acer henryi Pax","Morrison, K","35",3,7,2019,"Acer: P-99/25-44","Yes",0,0,0,NA,NA,NA,NA
"188371","188371","0099744MOR","Acer henryi Pax","Potenberg, K","16903v21",19,8,2021,"Acer: P-99/19-25","Yes",0,0,0,NA,NA,NA,NA
"190159","190159","0101834MOR","Acer henryi Pax","Potenberg, K","17459v22",20,10,2022,"China: central section: AA-66/24-46","Yes",0,0,0,NA,NA,NA,NA
