"","SpecimenAccession","SpecimenBarcode","DeterminationCalcFullName","Collectors","CollectorNumber","Day","Month","Year","LocalityNotes","Accounted.for","Buds","Flowers","Fruits","Notes","Percent.Buds","Percent.Flowers","Percent.Fruit","doy","Phenophase"
"442","111434.0","0039855MOR","Acer saccharinum L.","Packard, S","5565V93",13,4,1993,"Acer Collection, O-97/70-50","Yes",11,12,0,NA,47.82608696,52.17391304,0,103,3
"443","111435.0","0039853MOR","Acer saccharinum L.","Packard, S","5563V93",13,4,1993,"Acer Collection, N-97/90-55","Yes",16,12,0,NA,57.14285714,42.85714286,0,103,3
"444","111437.0","0039859MOR","Acer saccharinum L.","Packard, S","5567V93",13,4,1993,"Near Spikerush Marsh, O-95/20-60","Yes",3,15,0,NA,16.66666667,83.33333333,0,103,5
"445","111549.0","0039610MOR","Acer platanoides 'Emerald Queen'","Altvatter, K","5629V93",4,5,1993,"Hedge Collection, G-44/49-49","Yes",0,98,0,NA,0,100,0,124,5
"446","111555.0","0039920MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Wiegrefe, S","280.0",13,5,1993,"Aceraceae, W-101/25-75","Yes",128,20,0,NA,86.48648649,13.51351351,0,133,2
"447","111556.0","0039909MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Wiegrefe, S","279.0",13,5,1993,"Aceraceae, U-99/35-80","Yes",151,74,0,NA,67.11111111,32.88888889,0,133,2
"449","111559.0","0039457MOR","Acer glabrum Torr.","Wiegrefe, S","268.0",6,5,1993,"Acer Collection, V-62/79-55","Yes",0,48,0,NA,0,100,0,126,5
"450","111560.0","0039397MOR","Acer carpinifolium Siebold & Zucc.","Wiegrefe, S","262.0",6,5,1993,"Diversity, X-60/58-73","Yes",0,5,0,NA,0,100,0,126,5
"451","111561.0","0039557MOR","Acer pensylvanicum L.","Wiegrefe, S","263.0",6,5,1993,"Acer Collection, W-61/82-38","Yes",0,23,0,NA,0,100,0,126,5
"452","111562.0","0039494MOR","Acer miyabei Maxim.","Wiegrefe, S","260.0",5,5,1993,"Aceraceae, Q-99/40-10","Yes",21,4,0,NA,84,16,0,125,2
"453","111564.0","0039669MOR","Acer pseudosieboldianum (Pax) Kom.","Wiegrefe, S","275.0",10,5,1993,"Aceraceae, V-99/55-15","Yes",0,57,0,NA,0,100,0,130,5
"454","111565.0","0039482MOR","Acer tschonoskii Maxim.","Wiegrefe, S","267.0",6,5,1993,"Aceraceae Collection, V-62/02-03","Yes",0,10,0,NA,0,100,0,126,5
"455","111566.0","0039972MOR","Acer truncatum Bunge","Wiegrefe, S","266.0",6,5,1993,"Acer Collection, W-63/01-32.","Yes",17,24,0,NA,41.46341463,58.53658537,0,126,3
"456","111597.0","0039908MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Wiegrefe, S","282.0",14,5,1993,"Acer Collection, X-62/26-93","Yes",49,16,0,NA,75.38461538,24.61538462,0,134,2
"457","111634.0","0040047MOR","Acer tataricum L.","Wiegrefe, S","277.0",13,5,1993,"Acer Collection, X-62/05-95.","Yes",29,7,0,NA,80.55555556,19.44444444,0,133,2
"458","111667.0","0039578MOR","Acer platanoides L.","Altvatter, K","5666V93",6,5,1993,"Along east side of Rt. 53, D-37/Area","Yes",0,15,10,NA,0,60,40,126,6
"459","112726.0","0039374MOR","Acer campestre var. austriacum (Tratt.) DC.","Bradtke, HL","5869V93",21,6,1993,"F-64/55-60 Frost Hill.","Yes",0,0,18,NA,0,0,100,172,9
"460","112727.0","0039373MOR","Acer campestre var. austriacum (Tratt.) DC.","Bradtke, HL","5867V93",21,6,1993,"G-64/15-05 Frost Hill.","Yes",0,0,20,NA,0,0,100,172,9
"461","112728.0","0039367MOR","Acer campestre var. austriacum (Tratt.) DC.","Bradtke, HL","5865V93",21,6,1993,"F-63/80-50 Frost Hill.","Yes",0,0,13,NA,0,0,100,172,9
"462","112751.0","0039369MOR","Acer campestre var. austriacum (Tratt.) DC.","Bradtke, HL","5868V93",21,6,1993,"F-64/75-2 Frost Hill.","Yes",0,0,22,NA,0,0,100,172,9
"463","112752.0","0039368MOR","Acer campestre var. austriacum (Tratt.) DC.","Bradtke, HL","5866V93",21,6,1993,"G-63/00-90 Frost Hill.","Yes",0,0,7,NA,0,0,100,172,9
"464","112753.0","0039678MOR","Acer pseudosieboldianum (Pax) Kom.","Altvatter, K","5864V93",18,6,1993,"Frost Hill, G-61/20-60","Yes",0,0,8,NA,0,0,100,169,9
"465","112865.0","0040060MOR","Acer tataricum L.","Bradtke, HL","5890V93",22,6,1993,"Rosaceae Collection, D-63/70-80.","Yes",0,0,11,NA,0,0,100,173,9
"466","112866.0","0039470MOR","Acer japonicum Thunb.","Bradtke, HL","5888V93",22,6,1993,"Frost Hill, G-61/20-35","Yes",0,0,6,NA,0,0,100,173,9
"467","112883.0","0039376MOR","Acer campestre var. austriacum (Tratt.) DC.","Bradtke, HL","5871V93",21,6,1993,"F-64/06-08 In Frost Hill Section.","Yes",0,0,5,NA,0,0,100,172,9
"468","112884.0","0039577MOR","Acer platanoides L.","Bradtke, HL","5870V93",21,6,1993,"Frost Hill Section, F-64/30-50","Yes",0,0,10,NA,0,0,100,172,9
"470","112981.0","0039704MOR","Acer tegmentosum Maxim.","Bradtke, HL","5926V93",1,7,1993,"Aceraceae Collection, X-62/57-58.","Yes",0,0,19,NA,0,0,100,182,9
"471","112984.0","0039975MOR","Acer truncatum Bunge","Bradtke, HL","5933V93",1,7,1993,"Aceraceae Collection, V-63/90-22.","Yes",0,0,6,NA,0,0,100,182,9
"472","112985.0","0039968MOR","Acer truncatum Bunge","Bradtke, HL","5932V93",1,7,1993,"Aceraceae Collection, W-63/1-32.","Yes",0,0,12,NA,0,0,100,182,9
"473","112986.0","0039529MOR","Acer negundo var. violaceum Booth ex G.Kirchn.","Bradtke, HL","5931V93",1,7,1993,"Aceraceae Collection, V-62/70-29","Yes",0,0,22,NA,0,0,100,182,9
"474","112987.0","0039918MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Bradtke, HL","5928V93",1,7,1993,"Aceraceae Collection, X-62/26-93","Yes",0,0,22,NA,0,0,100,182,9
"475","112988.0","0039910MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Bradtke, HL","5927V93",1,7,1993,"Aceraceae Collection, X-62/67-93","Yes",0,0,21,NA,0,0,100,182,9
"476","112991.0","0039917MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Altvatter, K","5948V93",6,7,1993,"Aceraceae Collection, V-101/40-70","Yes",0,0,26,NA,0,0,100,187,9
"477","112992.0","0039916MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Altvatter, K","5947V93",6,7,1993,"Aceraceae Collection, W-101/25-75","Yes",0,0,14,NA,0,0,100,187,9
"479","112995.0","0039393MOR","Acer carpinifolium Siebold & Zucc.","Altvatter, K","5950V93",6,7,1993,"Acer Collection, X-60/58-73","Yes",0,0,9,NA,0,0,100,187,9
"480","112997.0","0039625MOR","Acer platanoides 'Goldsworth Purple'","Packard, S","5942V93",6,7,1993,"Colored foliage, K-93/80-25","Yes",0,0,8,NA,0,0,100,187,9
"481","112998.0","0039626MOR","Acer platanoides 'Goldsworth Purple'","Packard, S","5941V93",6,7,1993,"Colored foliage, K-93/60-00","Yes",0,0,6,NA,0,0,100,187,9
"482","113086.0","0040053MOR","Acer tataricum L.","Packard, S","5943V93",6,7,1993,"Tree Evaluation Section, E-96/Row 13.","Yes",0,0,43,NA,0,0,100,187,9
"483","113087.0","0040056MOR","Acer tataricum L.","Bradtke, HL","5930V93",1,7,1993,"Aceraceae Collection, X-62/05-95.","Yes",0,0,21,NA,0,0,100,182,9
"484","113088.0","0040040MOR","Acer tataricum L.","Rimbergas, M","5934V93",1,7,1993,"N-86/Area","Yes",0,0,28,NA,0,0,100,182,9
"485","113287.0","0039530MOR","Acer negundo var. violaceum Booth ex G.Kirchn.","Packard, S","5993V93",12,7,1993,"Eastern US Wetlands, GG-69/19-12","Yes",0,0,15,NA,0,0,100,193,9
"486","113295.0","0040061MOR","Acer tataricum L.","Altvatter, K","5979V93",12,7,1993,"Balkans, FF-74/82-17.","Yes",0,0,2,NA,0,0,100,193,9
"487","113788.0","0039635MOR","Acer platanoides 'Pond'","Packard, S","6055V93",27,7,1993,"Aceraceae, V-62/89-58","Yes",0,0,47,NA,0,0,100,208,9
"488","113789.0","0039634MOR","Acer platanoides 'Pond'","Packard, S","6056V93",27,7,1993,"Aceraceae, V-62/07-66","Yes",0,0,2,NA,0,0,100,208,9
"489","113790.0","0039592MOR","Acer platanoides 'Almira'","Packard, S","6057V93",27,7,1993,"Aceraceae, V-62/36-78","Yes",0,0,1,NA,0,0,100,208,9
"490","113791.0","0039807MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Packard, S","6058V93",27,7,1993,"Aceraceae, X-62/26-93.","Yes",0,0,27,NA,0,0,100,208,9
"491","113817.0","0039307MOR","Acer campestre L.","Altvatter, K","6031V93",19,7,1993,"II-72/60-41 in Balkans Collection.","Yes",0,0,36,NA,0,0,100,200,9
"492","113819.0","0039907MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Altvatter, K","6024V93",19,7,1993,"China, DD-65/52-16","Yes",0,0,40,NA,0,0,100,200,9
"493","113831.0","0039921MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Packard, S","6052V93",27,7,1993,"Aceraceae, W-62/26-59","Yes",0,0,11,NA,0,0,100,208,9
"494","113832.0","0040052MOR","Acer tataricum L.","Packard, S","6053V93",27,7,1993,"Aceraceae, W-61/17-57.","Yes",0,0,10,NA,0,0,100,208,9
"495","114022.0","0040051MOR","Acer tataricum L.","Altvatter, K","6071V93",29,7,1993,"Rosaceae Collection, CC-70/90-42.","Yes",0,0,11,NA,0,0,100,210,9
"496","114169.0","0039642MOR","Acer platanoides 'Rubrum'","Tonsiengsom, A","6103V93",9,8,1993,"Aceraceae Collection, M-100/15-55","Yes",0,0,14,NA,0,0,100,221,9
"497","114170.0","0039583MOR","Acer platanoides 'Chas. F. Irish'","Altvatter, K","6079V93",2,8,1993,"Acer Collection, 0-102/15-50","Yes",0,0,8,NA,0,0,100,214,9
"498","114171.0","0039574MOR","Acer platanoides L.","Altvatter, K","6078V93",2,8,1993,"Acer Collection, N-101/75-75","Yes",0,0,4,NA,0,0,100,214,9
"499","114172.0","0039638MOR","Acer platanoides 'Schwedleri'","Altvatter, K","6077V93",2,8,1993,"Acer Collection, M-101/90-50","Yes",0,0,17,NA,0,0,100,214,9
"500","114173.0","0039573MOR","Acer platanoides L.","Altvatter, K","6076V93",2,8,1993,"Quercus Collection, N-99/55-40","Yes",0,0,11,NA,0,0,100,214,9
"501","114174.0","0039561MOR","Acer platanoides L.","Altvatter, K","6070V93",29,7,1993,"China Collection, CC-70/85-17","Yes",0,0,6,NA,0,0,100,210,9
"502","114175.0","0039967MOR","Acer truncatum Bunge","Altvatter, K","6068V93",29,7,1993,"China, BB-68/75-59.","Yes",0,0,11,NA,0,0,100,210,9
"503","114176.0","0039974MOR","Acer truncatum Bunge","Altvatter, K","6067V93",29,7,1993,"China, BB-68/80-43.","Yes",0,0,2,NA,0,0,100,210,9
"504","115922.0","0048536MOR","Acer mono Maxim.","Sturner, J","9668V03",22,5,2003,"Korea, R-63/72-48","Yes",0,0,28,NA,0,0,100,142,9
"506","116451.0","0048549MOR","Acer tataricum L.","Kangas, E","9986V04",29,7,2004,"Balkan, south section; FF-74/82-17","Yes",0,0,29,NA,0,0,100,211,9
"507","118361.0","0039837MOR","Acer saccharinum 'Pyramidale'","Altvatter, K","6305V94",7,4,1994,"Spike-Rush Marsh area, O-94/65-50","Yes",26,51,0,NA,33.76623377,66.23376623,0,97,NA
"508","118363.0","0039689MOR","Acer rubrum L.","Altvatter, K","6332V94",18,4,1994,"U.S. Wetlands, FF-67/75-39","Yes",0,100,0,NA,0,100,0,108,5
"509","118393.0","0039797MOR","Acer saccharinum 'Pendulum'","Altvatter, K","6307V94",7,4,1994,"Spike-Rush Marsh, O-94/95-30.","Yes",16,101,0,NA,13.67521368,86.32478632,0,97,5
"510","118397.0","0039823MOR","Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.","Altvatter, K","6334V94",18,4,1994,"Aceraceae Collection, W-60/35-70","Yes",38,40,0,NA,48.71794872,51.28205128,0,108,3
"511","118405.0","0039836MOR","Acer saccharinum 'Pyramidale'","Altvatter, K","6304V94",7,4,1994,"Spike-Rush Marsh area, O-94/65-75","Yes",12,30,0,NA,28.57142857,71.42857143,0,97,NA
"512","118425.0","0039681MOR","Acer rubrum L.","Altvatter, K","6331V94",18,4,1994,"U.S. Wetlands, FF-67/69-22","Yes",0,130,0,NA,0,100,0,108,5
"513","118556.0","0039830MOR","Acer rubrum 'Schlesingeri'","Altvatter, K","6311V94",7,4,1994,"Aceraceae Collection, S-99/05-70","Yes",53,42,0,NA,55.78947368,44.21052632,0,97,3
"514","118557.0","0039767MOR","Acer × freemanii 'Armstrong'","Altvatter, K","6308V94",7,4,1994,"Tree Evaluation Plot, J-98/40-25.","Yes",10,23,0,NA,30.3030303,69.6969697,0,97,NA
"515","118561.0","0039772MOR","Acer rubrum 'Bowhall'","Packard, S","6335V94",19,4,1994,"Tree Evaluation Plot, row 10, E-96/Area.","Yes",0,6,142,NA,0,4.054054054,95.94594595,109,9
"516","118597.0","0039835MOR","Acer saccharinum 'Pyramidale'","Altvatter, K","6306V94",7,4,1994,"Spike-Rush Marsh area, O-94/95-65","Yes",12,22,0,NA,35.29411765,64.70588235,0,97,3
"517","118659.0","0039766MOR","Acer × freemanii 'Armstrong'","Altvatter, K","6309V94",7,4,1994,"Tree Evaluation Plot, I-99/80-95.","Yes",5,21,0,NA,19.23076923,80.76923077,0,97,5
"518","118660.0","0039764MOR","Acer × freemanii 'Armstrong'","Altvatter, K","6310V94",7,4,1994,"Tree Evaluation Plot, J-98/60-85.","Yes",19,65,0,NA,22.61904762,77.38095238,0,97,NA
"519","118668.0","0039773MOR","Acer rubrum 'Bowhall'","Packard, S","6336V94",19,4,1994,"Tree Evaluation Plot, Row 13, E-96/Area.","Yes",0,20,240,NA,0,7.692307692,92.30769231,109,9
"520","118951.0","0039507MOR","Acer miyabei Maxim.","Altvatter, K","6408V94",3,5,1994,"Arbordale (Henry), G-34/Area","Yes",161,14,0,NA,92,8,0,123,1
"521","119048.0","0039702MOR","Acer rubrum L.","Tudor, M","6450V94",14,5,1994,"Pinaceae Collection, J-54/00-10","Yes",0,0,88,NA,0,0,100,134,9
"522","119616.0","0039752MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Packard, S","6459V94",17,5,1994,"Near Meadow lake, S-47/00-50.","Yes",116,53,0,NA,68.63905325,31.36094675,0,137,2
"523","119617.0","0039776MOR","Acer saccharinum L.","Packard, S","6508V94",24,5,1994,"Near Spikereed Marsh, O-96/05-15.","Yes",0,0,4,NA,0,0,100,144,9
"524","119618.0","0039850MOR","Acer saccharinum L.","Packard, S","6509V94",24,5,1994,"Near Spikereed Marsh, O-95/20-60","Yes",0,0,4,NA,0,0,100,144,9
"525","119619.0","0039415MOR","Acer davidii subsp. grosseri (Pax) P.C.de Jong","Packard, S","6511V94",24,5,1994,"Z-66/97-19 in China Collection.","Yes",0,12,15,NA,0,44.44444444,55.55555556,144,7
"526","119641.0","0039414MOR","Acer davidii subsp. grosseri (Pax) P.C.de Jong","Packard, S","6512V94",24,5,1994,"AA-65/04-96 in China Collection.","Yes",0,15,12,NA,0,55.55555556,44.44444444,144,6
"527","119674.0","0039841MOR","Acer saccharinum L.","Packard, S","6506V94",24,5,1994,"Aceraceae Collection, N-98/15-80","Yes",0,0,8,NA,0,0,100,144,9
"528","119675.0","0039688MOR","Acer rubrum L.","Packard, S","6505V94",24,5,1994,"Aceraceae Collection, R-99/70-40","Yes",0,0,13,NA,0,0,100,144,9
"530","119706.0","0039775MOR","Acer saccharinum L.","Packard, S","6507V94",24,5,1994,"Aceraceae, N-97/90-55.","Yes",0,0,7,NA,0,0,100,144,9
"531","120646.0","0039637MOR","Acer platanoides 'Schwedleri'","Carlino, J","6776V94",23,8,1994,"European Collection, AA-40/08-06","Yes",0,0,4,NA,0,0,100,235,9
"532","120662.0","0039639MOR","Acer platanoides 'Schwedleri'","Carlino, J","6777V94",23,8,1994,"European Collection, BB-40/15-07","Yes",0,0,6,NA,0,0,100,235,9
"533","120663.0","0039749MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Carlino, J","6783V94",23,8,1994,"Northeast Asia Collection, EE-38/37-31.","Yes",0,0,18,NA,0,0,100,235,9
"534","120779.0","0039572MOR","Acer platanoides L.","Carlino, J","6739V94",16,8,1994,"Row 10 Tree Evaluation Plot, E-96/Area","Yes",0,0,7,NA,0,0,100,228,9
"535","120904.0","0039298MOR","Acer campestre L.","Packard, S","6800V94",30,8,1994,"BB-40/40-70 in European Collection.","Yes",0,0,11,NA,0,0,100,242,9
"536","122184.0","0039582MOR","Acer platanoides L.","Hess, WJ","6790V94",24,8,1994,"Acer-Quercus Collection, M-100/15-55","Yes",0,0,19,NA,0,0,100,236,9
"537","126263.0","0039532MOR","Acer negundo var. violaceum Booth ex G.Kirchn.","Packard, S","6935V95",25,4,1995,"Eastern U.S. Wetlands, GG-69/16-27","Yes",50,99,0,NA,33.55704698,66.44295302,0,115,NA
"538","126264.0","0039531MOR","Acer negundo var. violaceum Booth ex G.Kirchn.","Packard, S","6936V95",25,4,1995,"Eastern U.S. Wetlands, GG-69/19-12","Yes",0,198,0,NA,0,100,0,115,5
"539","126601.0","0039513MOR","Acer monspessulanum L.","Bradtke, HL","6946V95",4,5,1995,"Central & Western Asia Collection, EE-69/46-74","Yes",14,102,0,NA,12.06896552,87.93103448,0,124,5
"540","126602.0","0039571MOR","Acer platanoides L.","Jarvis, B","6947V95",4,5,1995,"Central and Western Asia Collection, DD-69/19-76","Yes",0,104,0,NA,0,100,0,124,5
"541","126603.0","0039575MOR","Acer platanoides L.","Bradtke, HL","6948V95",4,5,1995,"Central & Western Asia Collection, CC-70/85-17","Yes",0,99,0,NA,0,100,0,124,5
"543","127279.0","0039500MOR","Acer miyabei Maxim.","Hess, WJ","7052V95",1,6,1995,"Joy Path, V-24/22-08","Yes",0,0,3,NA,0,0,100,152,9
"544","127468.0","0039640MOR","Acer platanoides 'Schwedleri'","Altvatter, K","7022V95",19,5,1995,"Acer Collection, BB-103/35-30","Yes",0,0,15,NA,0,0,100,139,9
"545","127485.0","0039299MOR","Acer campestre L.","Hess, WJ","7051V95",31,5,1995,"U-100/10-30","Yes",0,21,0,NA,0,100,0,151,5
"546","127486.0","0040057MOR","Acer tataricum L.","Hess, WJ","7050V95",31,5,1995,"Maple Collection, T-100/25-60.","Yes",26,143,0,NA,15.38461538,84.61538462,0,151,5
"547","127610.0","0039564MOR","Acer platanoides L.","Altvatter, K","7098V95",9,6,1995,"Along east side of Rt. 53, F-38/Area","Yes",0,0,4,NA,0,0,100,160,9
"550","127621.0","0040036MOR","Acer spicatum Lam.","Altvatter, K","7155V95",21,6,1995,"Aceraceae Collection, W-62/06-07.","Yes",0,0,1,NA,0,0,100,172,9
"551","127626.0","0039603MOR","Acer platanoides 'Crimson King'","Hess, WJ","7136V95",20,6,1995,"Tree Evaluation Plot, Row 4; E-96/Area","Yes",0,0,10,NA,0,0,100,171,9
"553","127780.0","0039392MOR","Acer carpinifolium Siebold & Zucc.","Altvatter, K","7187V95",23,6,1995,"Japanese Collection, BB-61/08-26","Yes",0,0,14,NA,0,0,100,174,9
"560","127844.0","0039399MOR","Acer circinatum Pursh","Altvatter, K","7162V95",21,6,1995,"Aceraceae Collection, X-60/79-70","Yes",0,0,6,NA,0,0,100,172,9
"566","127850.0","0039670MOR","Acer pseudoplatanus L.","Altvatter, K","7168V95",21,6,1995,"Acer Collection, O-100/25-10","Yes",0,0,10,NA,0,0,100,172,9
"571","127915.0","0039562MOR","Acer platanoides L.","Altvatter, K","7189V95",23,6,1995,"Northern European Collection, BB-38/69-42","Yes",0,0,2,NA,0,0,100,174,9
"573","131350.0","0039812MOR","Acer triflorum Kom.","Packard, S","7327V96",7,5,1996,"Near Firefly Pond, H-43/47-39.","Yes",0,165,0,"Don't think this is named right",0,100,0,128,5
"574","131354.0","0039729MOR","Acer rubrum L.","Packard, S","7302V96",21,5,1996,"South side Meadow Lake, N-52/01-13.","Yes",0,0,77,NA,0,0,100,142,9
"575","131648.0","0039534MOR","Acer negundo var. violaceum Booth ex G.Kirchn.","Packard, S","7328V96",7,5,1996,"Near Meadow Lake, N-52/03-81","Yes",0,12,3,"miss id",0,80,20,128,6
"576","132134.0","0039866MOR","Acer saccharum Marshall","Allen, K","7536V96",2,7,1996,"Northern Illinois, K-58/82-99","Yes",0,0,7,NA,0,0,100,184,9
"577","132169.0","0039751MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Packard, S","7382V96",4,6,1996,"Near Research Building, west side, J-40/Area.","Yes",120,68,11,NA,60.30150754,34.17085427,5.527638191,156,2
"579","132918.0","0039981MOR","Acer platanoides L.","Allen, K","7561V96",22,8,1996,"Display Collection, B-48/55-55.","Yes",0,0,1,NA,0,0,100,235,9
"580","132919.0","0039980MOR","Acer platanoides L.","Allen, K","7560V96",22,8,1996,"Display Collection, B-48/75-60.","Yes",0,0,6,NA,0,0,100,235,9
"581","132934.0","0039978MOR","Acer platanoides L.","Allen, K","7559V96",22,8,1996,"Display Collection, B-48/95-50.","Yes",0,0,1,NA,0,0,100,235,9
"582","132936.0","0039979MOR","Acer platanoides L.","Allen, K","7558V96",22,8,1996,"Display Collection, B-48/75-35.","Yes",0,0,5,NA,0,0,100,235,9
"583","135085.0","0039851MOR","Acer saccharinum L.","Packard, S","7645V97",1,4,1997,"South side of Meadow Lake, N-52/35-71","Yes",31,51,0,NA,37.80487805,62.19512195,0,91,3
"585","135208.0","0039418MOR","Acer forrestii Diels","Wiegrefe, S","271.0",7,5,1993,"Acer Collection, BB-66/02-06.","Yes",68,73,2,NA,47.55244755,51.04895105,1.398601399,127,3
"586","135209.0","0039363MOR","Acer campestre var. austriacum (Tratt.) DC.","Wiegrefe, S","257.0",5,5,1993,"G-63/00-90, Frost Hill.","Yes",5,34,0,NA,12.82051282,87.17948718,0,125,5
"587","135307.0","0043804MOR","Acer japonicum 'Aconitifolium'","Wiegrefe, S","256.0",5,5,1993,"Frost Hill G-61/35-20","Yes",1,21,0,NA,4.545454545,95.45454545,0,125,5
"588","135310.0","0039703MOR","Acer tegmentosum Maxim.","Wiegrefe, S","264.0",6,5,1993,"Acer Collection, X-62/57-58.","Yes",0,17,114,NA,0,12.97709924,87.02290076,126,8
"589","135334.0","0039388MOR","Acer campestre subsp. leiocarpum (Wallr.) Pax","Wiegrefe, S","261.0",5,5,1993,"Acer Collection, T-99/30-65","Yes",10,102,0,NA,8.928571429,91.07142857,0,125,5
"590","135342.0","0043807MOR","Acer japonicum Thunb.","Wiegrefe, S","258.0",5,5,1993,"Frost Hill E-60/90-20","Yes",4,99,0,NA,3.883495146,96.11650485,0,125,5
"591","135344.0","0043803MOR","Acer circinatum Pursh","Wiegrefe, S","273.0",8,5,1993,"Aceraceae Collection X-60/99-75","Yes",0,9,0,NA,0,100,0,128,5
"592","135346.0","0039697MOR","Acer tegmentosum Maxim.","Wiegrefe, S","265.0",1,5,1993,"Aceraceae Collection, X-62/72-70.","Yes",2,14,0,NA,12.5,87.5,0,121,5
"593","135348.0","0039395MOR","Acer carpinifolium Siebold & Zucc.","Wiegrefe, S","259.0",5,5,1993,"Frost Hill, E-63/55-20","Yes",10,8,0,NA,55.55555556,44.44444444,0,125,3
"594","135412.0","0039663MOR","Acer pseudoplatanus L.","Wiegrefe, S","331.0",21,5,1997,"Acer Collection, W-63/21-87","Yes",40,31,0,NA,56.33802817,43.66197183,0,141,3
"601","135421.0","0040054MOR","Acer tataricum L.","Wiegrefe, S","324.0",21,5,1997,"Acer Collection, W-61/17-57.","Yes",12,12,0,NA,50,50,0,141,3
"602","135423.0","0039677MOR","Acer pseudosieboldianum (Pax) Kom.","Wiegrefe, S","323.0",21,5,1997,"Acer Collection, X-60/94-84","Yes",0,12,2,NA,0,85.71428571,14.28571429,141,5
"603","135424.0","0043802MOR","Acer circinatum Pursh","Wiegrefe, S","322.0",22,5,1997,"Acer Collection N section X-60/79-70","Yes",1,26,0,NA,3.703703704,96.2962963,0,142,5
"604","135425.0","0039503MOR","Acer miyabei Maxim.","Wiegrefe, S","321.0",22,5,1997,"Acer Collection, Q-99/40-10","Yes",0,49,0,NA,0,100,0,142,5
"605","135426.0","0039666MOR","Acer pseudoplatanus L.","Wiegrefe, S","320.0",21,5,1997,"Acer Collection, O-100/25-10","Yes",14,91,0,NA,13.33333333,86.66666667,0,141,5
"607","135429.0","0040055MOR","Acer tataricum L.","Wiegrefe, S","278.0",13,5,1993,"Acer Collection, T-100/45-30.","Yes",221,91,0,NA,70.83333333,29.16666667,0,133,2
"608","135430.0","0039555MOR","Acer pensylvanicum L.","Wiegrefe, S","326.0",21,5,1997,"Acer Collection, W-61/91-74","Yes",0,47,0,NA,0,100,0,141,5
"609","135432.0","0039966MOR","Acer truncatum Bunge","Wiegrefe, S","285.0",14,5,1993,"China Collection, BB-68/80-43.","Yes",0,42,0,NA,0,100,0,134,5
"610","135448.0","0039708MOR","Acer rubrum L.","Wiegrefe, S","333.0",21,5,1997,"Acer Collection, L-61/54-87.","Yes",0,0,19,NA,0,0,100,141,9
"614","135553.0","0039847MOR","Acer saccharinum L.","Wiegrefe, S","334.0",21,5,1997,"Northern IL Collection, M-59/99-93","Yes",0,0,3,NA,0,0,100,141,9
"615","135683.0","0039426MOR","Acer × freemanii 'Armstrong'","Packard, S","7782V97",19,5,1997,"Tree Evaluation Area, J-98/60-85.","Yes",0,0,18,NA,0,0,100,139,9
"616","136949.0","0039446MOR","Acer griseum (Franch.) Pax","Wise, R","7997V97",27,6,1997,"Groundcover Garden, J-45/71-23.","Yes",0,0,26,NA,0,0,100,178,9
"617","137614.0","0039990MOR","Acer","Wise, R","8178V97",28,7,1997,"Aceraceae Collection, W-60/63-69.","Yes",0,0,8,NA,0,0,100,209,9
"618","137615.0","0039400MOR","Acer circinatum Pursh","Wise, R","8179V97",28,7,1997,"Aceraceae Collection, X-60/99-75","Yes",0,0,2,NA,0,0,100,209,9
"619","137627.0","0039654MOR","Acer platanoides 'Superform'","Wise, R","8176V97",28,7,1997,"Aceraceae Collection, V-62/35-32","Yes",0,0,4,NA,0,0,100,209,9
"620","137628.0","0039653MOR","Acer platanoides 'Superform'","Wise, R","8177V97",28,7,1997,"Aceraceae Collection, V-62/67-17","Yes",0,0,3,NA,0,0,100,209,9
"621","137629.0","0039417MOR","Acer forrestii Diels","Bradtke, HL","8175V97",28,7,1997,"V-63/29-02 Aceraceae Collection.","Yes",0,0,7,NA,0,0,100,209,9
"622","137636.0","0039591MOR","Acer platanoides 'Almira'","Bradtke, HL","8217V97",28,7,1997,"Aceraceae Collection, U-62/68-78","Yes",0,0,2,NA,0,0,100,209,9
"623","138175.0","0039502MOR","Acer miyabei Maxim.","Wise, R","8229V97",6,8,1997,"West DuPage River, K-28/55-00","Yes",0,0,12,NA,0,0,100,218,9
"625","138964.0","0039810MOR","Acer tataricum subsp. ginnala (Maxim.) Wesm.","Rossi, E","268.0",15,6,1990,"On the east side of the Morton Arboretum in N-90/Area. On west side of Forest Road beside the road.","Yes",0,0,23,NA,0,0,100,166,9
"631","141134.0","0039886MOR","Acer saccharum Marshall","Allen, K","8358V98",14,4,1998,"East Cloverleaf, M-45/02-06","Yes",2,321,0,NA,0.6191950464,99.38080495,0,104,5
